loan_acc_num,missed_repayments,loan_amount,collateral_value,interest
LN64629518,10453.45,16226,759.35,12.0
LN16866009,37051.68,66907,15535.33,8.7
LN15653090,146707.71,199761,50467.89,8.1
LN80779744,117375.97,157362,29042.43,13.7
LN96074421,537639.81,1282623,115656.21,8.5
LN57129975,102058.7,198457,17970.54,10.1
LN98100648,81414.11,164005,506.72,9.8
LN74811875,164098.77,286348,19529.79,9.0
LN79534135,18637.82,17630,3337.84,11.2
LN16335154,11032.85,19270,5637.27,10.9
LN74811237,47479.76,24797,83.72,10.8
LN20023610,15802.03,17288,2797.33,9.8
LN98186027,16523.05,15458,604.42,11.3
LN39367112,133309.62,132255,22761.88,14.6
LN99823437,998564.78,419557,63078.81,13.3
LN97843033,151006.25,257486,46925.35,12.9
LN65919064,6951.67,4242,633.39,9.1
LN40800790,11012.97,12116,296.86,9.7
LN97129367,1001810.59,1534468,375539.66,10.1
LN47370541,23104.1,20862,607.5,11.7
LN85599656,28713.32,21569,2542.34,13.8
LN17789409,153733.59,172116,39059.11,13.2
LN89081358,707024.75,903151,166051.0,8.6
LN43022474,224812.09,448141,18524.95,9.9
LN56020405,32336.12,99080,6864.56,8.0
LN34515070,151015.94,363846,8040.95,9.8
LN98357352,9573.62,16167,2241.61,12.8
LN19439817,223524.87,418325,110843.23,12.0
LN16360557,426285.79,264521,33042.34,9.2
LN34004763,20699.49,8978,1167.89,12.8
LN44140535,176444.09,242145,5732.48,11.1
LN50794874,1299362.81,483272,94903.09,14.9
LN43139890,862094.31,1843692,113509.87,10.8
LN89953572,14974.31,18001,316.69,14.8
LN50039726,8475.87,13103,1150.12,12.0
LN63417641,3203233.55,1283898,357546.14,13.9
LN56304077,780463.06,745886,122897.58,11.2
LN69461590,211782.03,454519,71093.5,9.3
LN12002537,48847.01,79082,22418.36,13.4
LN82248592,938549.11,1757659,351773.36,12.0
LN90770700,1845088.79,1518853,34747.96,12.8
LN79572229,5483.86,5137,497.85,14.9
LN38688969,69685.87,153956,20079.33,10.5
LN24921373,394051.67,408069,71458.58,14.1
LN28061849,201163.14,238052,70270.02,12.6
LN76632243,1308128.31,1756493,307309.33,13.7
LN70121019,1640.65,3632,249.06,9.5
LN16253827,89713.29,100295,6370.28,9.7
LN63633975,631399.83,810357,41753.63,14.2
LN27073765,4565.88,8036,1830.03,8.6
LN66056326,638565.48,1779835,348890.42,8.7
LN27219045,2166.22,3777,512.82,8.3
LN59117831,585416.71,231008,57350.61,14.1
LN78711303,383502.2,307429,63343.09,13.1
LN80367617,10143.38,16496,3891.45,13.2
LN78348500,26027.97,19699,2650.03,13.7
LN49554899,39782.28,50656,6863.26,11.8
LN18042185,845439.97,1393885,345880.59,11.6
LN58719845,7574.55,7329,808.0,14.6
LN75129083,8408.99,10925,2746.48,13.8
LN57516512,217525.92,223277,62127.26,14.2
LN15513004,950262.1,375026,78248.86,14.1
LN29313019,474873.6,749540,116877.5,13.7
LN46909408,267323.77,272130,52887.52,14.3
LN72348091,261317.15,163973,15596.9,9.1
LN94467125,132623.7,242897,18198.17,12.2
LN50348673,414085.12,195833,46148.43,11.9
LN20766267,87924.69,113533,13031.77,8.5
LN37820820,2580016.86,1422216,285146.16,10.3
LN54494083,9920.33,16616,3627.37,12.9
LN96067330,17050.22,16111,1448.34,11.2
LN68492387,756565.96,1447649,12559.96,8.3
LN98961261,319805.25,218235,20372.34,8.4
LN37486140,82813.16,110050,3604.38,11.4
LN90692330,9665.86,23889,6576.08,8.1
LN81274222,12701.7,15498,2635.51,14.6
LN34951443,55370.26,137286,3670.24,8.2
LN43311501,294329.19,139173,27317.37,11.9
LN55381019,118212.2,246725,3425.44,11.0
LN61657776,68783.89,95579,23747.39,13.3
LN45231997,181819.97,298080,61925.58,13.3
LN91709835,544845.6,1231936,129816.53,8.9
LN92356670,928883.66,1919621,527804.73,11.1
LN68249340,172604.03,321272,66047.75,8.5
LN95809185,108291.68,141089,17103.12,11.6
LN32975441,4135.33,4127,4.93,14.0
LN16778347,1205365.1,1520677,229122.34,8.7
LN57521599,103597.18,273047,77107.78,9.1
LN77669816,2170.93,2128,339.68,13.7
LN93582828,12941.91,20945,6038.71,9.5
LN26022054,1070838.53,1925031,374546.58,10.8
LN50205116,446795.66,776892,88196.95,11.1
LN52760041,16534.73,9805,327.92,9.5
LN35163328,340538.51,390129,43208.35,9.5
LN90251333,1198906.54,1061029,231864.17,12.0
LN85690228,93233.25,72121,17771.95,13.5
LN13137916,96684.06,64284,5084.45,8.6
LN77203845,105499.52,80957,19977.15,13.6
LN19572319,72208.92,36337,800.7,11.2
LN82366148,12574.08,15238,2451.85,8.9
LN43372980,2331446.51,1354335,267830.24,9.8
LN58659329,457834.07,736628,61850.82,13.5
LN22692324,252003.63,410933,34776.27,11.7
LN40108331,392697.24,174754,14476.44,12.6
LN62991593,3101.95,2091,209.58,8.0
LN50110942,65225.45,111021,8303.22,12.9
LN91177108,189734.45,247722,60762.16,14.0
LN33580713,2163918.14,847644,51544.61,14.2
LN19879265,221993.13,286605,49749.25,11.7
LN16840997,11536.34,24824,5439.28,10.6
LN49506195,142241.71,260529,31975.09,12.2
LN69770659,57086.67,146311,40761.78,9.3
LN39040614,134484.69,246970,57630.33,8.6
LN75460559,10884.66,19207,5393.02,12.4
LN92224794,156532.97,264273,64088.81,13.0
LN83397881,70097.29,110385,32733.1,13.7
LN20778075,10587.33,9117,1877.75,12.1
LN85633863,4544846.11,1957005,293373.42,13.0
LN23616964,42516.08,90919,11001.21,9.3
LN11354762,700177.46,1776978,440453.02,9.4
LN62104187,292480.11,465959,120975.52,13.6
LN46032886,82575.32,92356,23938.94,13.2
LN47864574,76301.8,227786,59184.99,8.2
LN37788050,10666.88,13330,1060.13,14.3
LN69928234,14160.71,11916,321.38,12.4
LN78818318,689655.53,997971,55612.36,12.9
LN13295926,465866.11,207325,47640.8,12.6
LN14162172,13857.98,7611,2101.0,10.2
LN91482643,82519.2,119154,30670.15,12.9
LN42278495,1015090.1,493399,14633.45,11.6
LN70442726,499243.67,227968,36810.67,12.3
LN87192433,47614.39,71440,12726.58,14.2
LN25199387,938395.98,896855,19332.96,11.2
LN64534229,2031209.61,911968,128262.0,12.5
LN57138874,116162.94,102645,24950.81,12.0
LN42967325,629340.78,440541,83931.94,8.2
LN18846906,3032.9,3949,672.8,11.0
LN30423864,641750.6,1003449,130370.8,13.8
LN46925165,185907.2,181503,30916.32,14.8
LN43387695,11325.61,6332,317.74,10.0
LN20073869,1223496.52,1490398,181683.26,14.8
LN36413770,6829.9,6484,574.76,14.8
LN19962268,442048.09,331365,16691.56,13.9
LN54266257,709092.99,1141063,211459.31,13.5
LN15974370,8938.57,15873,2936.31,8.7
LN67211511,175199.9,103899,25706.99,9.6
LN51991007,168572.29,238794,1350.92,10.8
LN31639329,4333.52,8376,809.5,11.3
LN76773354,468810.55,624184,168141.73,11.4
LN29677936,12051.98,21324,4959.89,10.8
LN96930990,10215.1,17069,440.66,9.2
LN11668378,55650.88,69976,2093.39,8.7
LN57627642,442828.46,1184629,187383.68,9.0
LN55962314,122974.19,133997,14335.35,13.5
LN56862802,84948.17,137758,17373.56,13.4
LN94104232,393325.02,299723,86816.1,13.7
LN29429093,2028524.78,1191129,169235.67,9.7
LN35451432,115360.87,288621,10736.29,9.5
LN13562046,313763.49,476822,7833.21,14.1
LN22886588,1074566.96,1203744,158352.06,9.7
LN11243585,283362.62,243801,44490.72,12.3
LN66364876,5036.75,13487,228.78,8.7
LN10641429,221996.63,469026,9641.31,10.9
LN43051244,6475.85,14787,355.63,8.6
LN59249797,35115.88,84254,7606.38,9.8
LN25738955,461402.02,894796,84577.08,8.2
LN79466974,3959375.62,1890166,341245.79,11.8
LN38093486,5039.09,7738,455.66,11.9
LN35484959,407184.76,297891,59002.44,14.2
LN44024345,306000.58,241108,39268.8,13.3
LN43625947,2349.74,6364,1506.88,8.3
LN40094489,719271.97,992778,229903.38,13.4
LN60763006,74106.14,180554,9442.76,9.7
LN25479555,14745.77,24496,4720.55,9.3
LN79422420,233986.6,457173,29432.72,11.6
LN15513901,15878.76,8644,1180.44,10.3
LN30825434,85949.24,139221,38929.15,9.6
LN52530768,42212.02,101372,228.9,9.8
LN21247763,125831.54,271898,67130.44,10.7
LN17482459,180150.16,167041,9815.38,11.5
LN65225827,351471.41,726853,167106.97,9.6
LN86603456,73413.46,41208,3683.81,10.1
LN33593587,279759.45,486329,44389.16,11.1
LN43614383,1071476.49,410350,6035.52,14.5
LN10840933,52094.21,91338,23813.54,12.6
LN81917712,34014.65,58346,17409.32,9.1
LN10854045,21083.41,19576,3686.64,11.4
LN74101107,30321.84,22411,4763.9,14.0
LN76441101,5911.25,12120,2382.25,9.4
LN19488482,494382.0,355986,30023.97,14.4
LN98773152,110991.1,157339,40926.56,13.1
LN67997460,180342.59,105793,27573.73,9.7
LN60875904,836979.09,1518795,283258.32,12.3
LN83196633,9047.42,13839,3925.05,13.8
LN75428957,1071117.27,1842876,539251.84,11.2
LN47209998,19906.69,24263,6878.85,8.9
LN29999825,4567202.2,1966632,196444.85,13.0
LN55796865,13721.29,7941,2258.54,9.7
LN16817396,1257090.69,499949,45593.71,14.0
LN47004994,240403.23,257607,67984.92,13.7
LN79348515,473995.35,192891,31099.29,13.7
LN18519902,11762.42,16577,773.86,13.0
LN78521570,57625.61,70689,15278.38,8.9
LN59372278,881731.99,1095154,270981.11,12.1
LN50047717,761068.7,419458,75524.2,10.3
LN87386390,906230.37,1390819,96818.14,12.3
LN95079392,53377.96,24505,3686.04,12.2
LN55614541,397702.05,241267,47041.46,9.4
LN11963571,865536.95,1634088,130238.92,8.4
LN79423598,2747.01,5848,1301.23,8.8
LN76716483,234032.71,97484,3838.27,13.4
LN16825160,1762.68,3551,845.51,10.3
LN90234585,182123.14,99275,22883.07,10.4
LN29256695,303718.45,188429,40826.68,9.2
LN99304429,8340.96,15098,478.86,12.1
LN16714082,2031605.3,1814996,479198.32,11.9
LN34935990,145143.54,257705,36200.32,12.5
LN42879721,496999.87,288619,74039.32,9.8
LN97664213,655909.96,1934391,106586.05,8.3
LN87290070,132499.27,185643,17121.18,10.9
LN16295588,971522.46,1766102,170794.59,10.7
LN84965702,353183.35,290604,66685.04,12.8
LN11474175,111135.09,185685,17634.69,13.1
LN30201801,162789.46,257834,68412.06,9.8
LN13318448,737647.06,1653311,331082.43,10.4
LN39554741,34458.64,30053,5596.97,12.1
LN96160289,11540.67,21252,2285.0,12.0
LN34924551,401420.58,718987,66400.07,8.8
LN17260935,8071.74,9597,2264.93,14.8
LN10953002,134023.45,225418,60725.3,11.4
LN18136824,206943.4,452684,100403.15,10.6
LN13600825,8680.2,5650,763.88,8.6
LN65873190,12409.56,23897,5186.42,11.6
LN71052871,685508.87,1246069,144534.14,10.7
LN74062980,251331.72,175326,30450.37,14.8
LN21184884,57820.62,61762,12922.29,10.1
LN20459310,3685447.19,1561250,411282.45,13.2
LN25041834,517439.57,391095,27705.77,13.8
LN46456658,456295.74,778712,179703.26,12.9
LN42802869,236402.31,290767,67884.6,8.9
LN38978295,68728.99,96407,15733.88,13.2
LN83211543,47033.13,100184,22678.89,10.8
LN29745480,85774.81,189611,22827.27,10.5
LN17781527,142553.76,266664,34595.15,12.0
LN85025323,841336.61,473389,24051.4,10.1
LN83608397,1313588.55,1907489,232972.9,14.6
LN68133910,4397.5,8158,184.01,8.2
LN79917328,155755.71,273586,17213.97,11.0
LN70140444,22172.81,15004,2717.12,8.4
LN38177559,142611.05,271050,9721.48,10.3
LN57177477,184983.09,256565,6403.94,11.0
LN43118603,1449.17,2288,531.49,10.7
LN94613758,245344.0,274809,71451.35,13.2
LN84976637,95851.81,164959,17539.95,12.8
LN71546863,1126753.0,1274324,269356.6,13.1
LN45728960,111282.07,61241,8671.44,10.3
LN66083195,257769.82,479969,9835.67,8.5
LN90672540,142224.0,96982,3740.66,8.4
LN50017722,11671.24,22090,2002.84,10.2
LN56825739,253939.68,480374,17903.64,11.9
LN60190948,54607.79,81888,6886.01,12.5
LN44321134,1247261.73,991634,257294.56,13.2
LN75857355,6121.51,7536,16.42,14.3
LN99989576,154337.29,203231,7288.24,11.5
LN39044725,504586.94,247474,13424.87,11.5
LN15634054,61345.25,136523,37698.4,9.0
LN60526050,202290.36,283580,41362.0,10.9
LN57430390,14771.14,23391,1247.08,9.7
LN33622696,221167.83,209162,32240.81,11.3
LN63555517,1308961.33,699975,194785.44,10.6
LN61225055,14239.97,20579,488.72,14.5
LN70006016,5357.93,10784,2411.88,11.0
LN32491079,120578.14,243086,9515.59,9.8
LN31813890,106804.54,79947,22621.31,13.9
LN34270019,3575970.09,1691886,361061.74,11.9
LN62104304,740256.06,593558,80565.22,13.1
LN39370622,2912.43,5764,1199.68,9.4
LN43338127,12436.36,24723,3672.34,9.8
LN11505653,579475.93,1592994,319868.2,8.8
LN62762783,4363.79,6344,1883.75,14.1
LN40082305,89218.21,175502,45596.83,10.0
LN18660416,25313.72,24760,166.56,14.7
LN74564392,256975.38,167010,33443.98,8.8
LN47392499,18514.15,20530,5601.62,13.2
LN63789119,286798.95,251335,29012.8,12.1
LN77987930,301154.73,259119,18111.73,12.3
LN85047526,150994.31,259496,11464.03,11.2
LN23754695,157622.59,67240,5630.97,13.1
LN61818448,323972.88,422607,5443.96,11.6
LN11506435,189109.88,386114,86078.54,11.2
LN25918124,66638.37,154326,2348.19,8.7
LN79660647,878455.0,1286731,367242.68,10.5
LN79936760,65266.07,99877,4885.48,14.0
LN86809654,314554.84,680289,99942.85,10.7
LN69944106,19487.44,14469,2742.39,13.9
LN91795865,225185.13,239197,2388.14,13.8
LN13263629,59848.3,28482,5472.72,11.8
LN30996058,179829.35,213264,40984.84,9.2
LN16189445,20167.23,24292,6182.52,9.0
LN25805835,276385.35,274895,35934.68,10.8
LN20298797,889137.8,1546393,76499.01,11.1
LN72081042,16934.33,26188,1266.52,13.8
LN62234035,6983.91,15972,2916.64,8.6
LN90630960,9489.48,13330,2586.35,10.7
LN62154712,114567.25,70201,5960.44,9.3
LN59496450,103923.38,41902,1658.94,13.8
LN99495396,8008.57,11447,1891.31,10.5
LN92923431,120883.68,232390,34797.19,10.2
LN58709344,129877.75,246811,8492.96,10.3
LN16677798,49240.49,89174,18923.91,10.7
LN89804364,76455.94,120670,12498.77,12.0
LN46049774,93661.4,253555,7715.79,8.9
LN18774293,13705.11,16628,3702.05,12.2
LN48980382,103190.86,92029,17298.36,11.9
LN85931193,59813.32,147495,19981.88,9.6
LN57611768,193571.88,296813,82974.6,14.0
LN65409127,29865.29,51692,13529.42,12.7
LN88954357,537454.67,215354,51626.34,13.9
LN80425340,35862.36,13973,3310.65,14.2
LN44299818,646934.92,451514,104208.83,14.8
LN44318837,11695.21,14012,3066.86,14.8
LN51129104,21487.6,17225,157.54,13.0
LN73146959,131316.45,165445,25081.29,8.7
LN48027257,986006.24,392123,20317.78,14.0
LN53999955,297181.66,431315,25773.77,14.6
LN20721754,1236381.95,590169,165778.4,11.8
LN73725694,1726633.69,1263630,222991.86,14.2
LN47771682,6404.54,19138,4720.47,8.0
LN53493298,7567.02,13386,1039.01,12.3
LN48545221,35236.19,16580,3821.86,11.9
LN57018193,112937.78,137368,15790.33,14.8
LN78830062,9582.1,15803,2634.47,11.4
LN37645040,17965.01,6561,1305.39,15.0
LN22033146,13013.1,23770,2645.71,12.1
LN48034668,4301872.23,1765085,235777.68,13.6
LN13206580,195175.39,247013,12430.25,11.9
LN19829101,9140.3,14535,2567.43,13.4
LN25273363,208639.44,110384,7279.03,10.7
LN60493556,464916.59,735313,105732.69,12.0
LN25659004,70291.2,67004,2174.97,11.2
LN63764507,8626.4,10553,934.57,14.5
LN66910354,35921.29,54740,1964.69,10.1
LN81777472,295237.22,631131,174056.31,10.8
LN28156049,13220.58,16731,2042.65,14.2
LN88795027,193555.14,214213,28625.67,9.8
LN89121020,519801.35,1223279,352334.55,8.6
LN16043947,84347.04,195461,22886.41,8.7
LN32297058,580703.29,408426,40652.72,14.7
LN57625955,154838.75,68850,1560.08,12.6
LN82861580,140542.47,225903,48528.2,13.5
LN10210009,578415.91,444512,132601.41,13.6
LN38549413,287695.78,221021,18490.81,13.6
LN51038734,221487.86,412357,56474.9,8.5
LN73401491,16899.24,49269,6391.82,8.3
LN65081296,338474.0,387764,99560.22,9.5
LN87311280,9443.98,12651,61.33,13.5
LN14477513,4929.26,3081,654.63,8.8
LN85146841,44824.05,71599,19977.5,9.7
LN82522005,10363.29,19248,1284.49,11.9
LN72646751,327654.26,479914,75869.87,14.5
LN85350678,234748.51,295958,60828.58,8.7
LN50900806,18008.54,36001,9435.98,11.3
LN80499434,940037.03,398164,43840.01,13.2
LN53215814,13289.76,19555,4758.94,14.3
LN54334521,63107.25,121700,32947.28,11.7
LN38561148,246032.46,370381,76214.21,14.2
LN38917640,5768.69,10112,1157.5,12.3
LN90381601,61032.26,46385,3864.64,13.7
LN86772425,2369876.26,1638429,387668.22,8.3
LN90046198,9045.25,17129,1211.06,11.7
LN36269831,1079858.28,1438075,69550.28,11.4
LN56726281,280018.87,487467,122226.69,12.7
LN33279180,1437998.09,996063,268817.78,14.9
LN78858828,1593518.0,1103808,275930.29,14.9
LN84822994,2341640.09,1060391,97216.72,12.4
LN16598692,39847.05,17217,2442.99,12.9
LN93241415,3009.77,5316,693.62,8.4
LN44336741,11012.71,8246,135.66,13.7
LN19091676,22973.87,35312,1026.73,12.2
LN48692555,4436.02,3898,37.97,11.6
LN96636119,1499513.74,1555857,173763.68,10.4
LN10657789,14816.47,22912,1229.81,12.1
LN37487601,48584.62,69364,7906.72,10.7
LN15746719,5452.18,15284,2974.12,8.4
LN52355767,9236.95,8732,581.6,11.1
LN65558427,11931.29,4334,333.14,15.0
LN15496593,554105.55,984948,95640.98,10.9
LN74625131,1349928.48,1934900,430185.12,10.7
LN13536952,5230.04,7352,637.48,12.8
LN56919884,542770.3,1471846,69981.46,8.9
LN13299182,11084.24,20020,732.93,10.6
LN10041100,208360.86,177608,16655.13,12.4
LN99157349,13976.08,21771,2911.71,13.7
LN24390590,567733.35,790917,57871.35,13.3
LN30702468,6918.9,8049,1642.93,15.0
LN31668323,94238.58,183209,5715.33,10.1
LN51040210,824940.99,397322,89516.91,11.7
LN16429773,43411.15,20817,230.73,11.7
LN39253995,95576.28,40086,2825.75,13.3
LN53834971,304184.09,143832,31835.49,11.9
LN13690429,187580.24,336930,69845.82,10.8
LN66196090,14028.79,19004,3235.27,11.1
LN95822848,544407.21,547258,273.73,10.7
LN70413975,739768.4,1695079,505193.13,8.8
LN67284235,12314.0,14559,1205.73,9.1
LN81862100,1325425.71,1630528,187394.5,12.2
LN92294114,267815.5,426649,32427.28,13.6
LN61915048,409709.12,248554,47354.3,9.4
LN84798564,2348.13,2486,381.59,12.9
LN17101055,123766.59,154000,45755.71,8.8
LN28564907,131040.18,163600,28551.39,14.5
LN92891030,1135678.94,422382,32191.74,14.9
LN43717904,114481.56,192380,33248.99,9.3
LN58459837,7038.95,16339,3334.38,8.5
LN93642129,215971.95,227424,67593.45,13.9
LN59785459,260583.71,273105,58228.12,10.3
LN69293142,64635.03,116964,10049.39,12.3
LN58838177,308561.83,227531,44940.11,14.1
LN55447876,455145.46,261491,35099.17,9.9
LN13369591,5767.45,12949,2186.55,8.7
LN76499535,686758.99,1594718,332795.3,8.7
LN18304812,11928.59,23985,4694.86,9.7
LN77059165,126057.99,95955,8305.89,13.7
LN31650795,18601.54,7734,2150.12,13.3
LN58450881,22426.22,8518,1884.01,14.5
LN49914229,232660.31,175771,22311.57,13.8
LN26439980,223184.18,320951,93671.11,14.7
LN19128302,114192.32,65523,3176.43,9.9
LN26220593,221989.2,430313,9076.97,8.2
LN76643915,207891.43,252569,37250.99,9.0
LN62856982,938091.78,1686360,381885.98,10.8
LN92401516,217189.46,329970,48223.78,14.1
LN85183517,467709.76,796673,177451.61,9.2
LN26016879,26899.05,49756,9170.2,8.5
LN97613357,127953.6,110002,15109.77,12.3
LN78225555,1075533.62,1527083,335236.64,13.1
LN39155819,252204.16,462197,62593.87,12.2
LN69882230,6623.76,7765,71.72,12.4
LN82568933,94166.03,41837,538.06,12.6
LN31659790,10948.36,16820,2067.26,13.8
LN32332658,171134.6,345176,54155.03,9.8
LN88761720,7007.21,8309,1165.41,14.8
LN42221910,692070.58,873007,246325.17,8.7
LN81607251,16596.41,16668,4230.19,10.6
LN64664888,79091.85,232737,20911.95,8.3
LN82300491,9923.86,15545,4043.42,11.9
LN36755606,8409.01,9872,1392.57,9.1
LN96426979,140516.35,238885,7094.21,11.3
LN80557097,36258.49,33473,9231.15,11.5
LN49832756,10600.35,15084,3099.88,10.6
LN74338864,7504.58,8781,1702.29,9.1
LN53284701,4825.66,5193,1459.1,9.7
LN74444812,62166.28,104760,31232.42,13.0
LN49799066,112604.18,175825,29597.76,13.8
LN81927394,943913.55,1608165,115571.22,9.2
LN32172043,6098.81,13174,597.8,9.0
LN32965732,2608.71,5842,582.21,8.4
LN52998044,2132917.87,982732,174636.64,12.2
LN12297380,2648400.23,1907629,481588.44,14.4
LN19532847,649592.72,1593229,296101.78,8.3
LN54206421,14108.32,24746,3987.91,10.9
LN63716857,1551927.66,891893,20621.61,9.9
LN65371840,1122038.9,429720,53707.71,14.5
LN88781464,49172.36,80477,10910.31,9.5
LN17964705,5009.79,9115,2233.34,11.9
LN31730188,352384.13,226367,11579.1,8.9
LN43276511,13588.77,15710,1945.26,9.3
LN39990611,34443.67,98194,27636.32,8.5
LN39992375,576774.89,1068662,169284.58,12.1
LN18878219,919759.14,522977,141454.93,10.0
LN22122212,122732.12,234477,24106.53,11.8
LN92542604,671944.13,1404344,325965.59,11.0
LN35151999,18997.78,8897,1683.84,11.9
LN57443646,265510.6,226373,44714.42,12.4
LN84543634,1276162.59,488754,12463.62,14.5
LN72139008,162730.91,213050,9262.83,8.4
LN24935789,638779.96,728944,84156.94,13.0
LN28329895,1321773.83,1381006,164214.87,14.0
LN66234978,155300.14,145382,32368.64,11.4
LN83904732,2034779.61,1590564,263707.99,13.4
LN33343203,213100.04,145373,29722.53,8.4
LN81287184,806155.78,1433145,49013.79,10.9
LN82013179,6549.67,11183,413.45,11.0
LN74395205,2211641.45,1743548,441682.24,13.3
LN77030319,3632.78,5074,475.46,12.7
LN45979660,419137.14,354235,66485.05,12.5
LN79007339,186491.87,218579,62467.49,9.3
LN93050992,268762.81,462149,51602.26,11.2
LN75508457,140953.13,114873,5523.93,12.9
LN95420897,156622.78,378479,15213.19,8.4
LN33584623,118675.66,194664,26797.0,9.5
LN20854752,72261.64,114887,21995.61,13.6
LN90716130,953934.01,1098705,326404.25,12.9
LN64852019,6658.85,12539,1051.39,8.2
LN51384392,6317.15,5272,372.28,12.3
LN87403626,8003.49,15607,3251.34,11.4
LN38738195,381391.96,417637,12658.37,9.9
LN35925856,134864.31,164080,6179.43,14.8
LN14634996,7700.25,11633,2516.49,13.9
LN60194449,76176.7,90849,1106.15,12.5
LN88874569,510119.77,241274,69908.45,11.9
LN80452538,280796.23,461043,135173.32,9.5
LN19267385,164157.28,247028,5309.72,14.2
LN99468725,17114.73,17746,1663.28,10.3
LN82617002,82419.13,198366,40931.23,9.8
LN14432256,8339.18,19439,2404.41,8.5
LN30554436,164337.54,218628,47702.13,11.4
LN73674294,107728.25,116516,33063.54,10.0
LN37475221,497618.22,502486,2255.29,14.4
LN55202260,195572.88,260239,38824.01,11.4
LN63544212,499487.66,1100309,191949.25,9.1
LN15114982,449956.01,741688,71224.32,11.6
LN26690324,12759.42,9990,1672.21,13.2
LN33535076,125839.98,174452,5473.79,11.0
LN94609597,1469722.13,1188854,219161.31,13.0
LN44273848,461956.39,830248,87511.35,10.8
LN34239771,291121.8,778609,156917.41,9.0
LN61701269,290376.4,243171,35958.58,12.6
LN91152604,20444.2,22107,6396.52,13.5
LN14987524,131081.66,150037,43408.8,9.5
LN52859958,10081.77,17938,481.06,12.3
LN10422300,187562.5,245598,1787.67,8.4
LN91442384,125147.04,240583,10098.25,10.2
LN14320414,166288.51,361350,10874.5,9.2
LN52992112,315927.57,638140,50266.47,11.3
LN60233845,499460.81,1106118,13428.3,10.5
LN59911027,165382.85,321809,336.95,10.1
LN33536863,135674.37,287385,4188.81,9.4
LN61704880,249416.04,198179,27703.1,13.2
LN45806584,117374.66,159773,17207.11,8.1
LN25995758,36708.05,103223,12899.22,8.6
LN73907762,230498.05,306481,37597.79,13.8
LN31455595,26728.19,18116,4923.1,8.4
LN31889709,12486.46,14298,2098.34,12.8
LN56619046,855042.33,457201,91897.82,10.6
LN66998047,247267.58,245468,24001.33,14.6
LN18939108,22583.27,34691,6290.73,10.0
LN81529896,92783.14,34946,350.41,14.7
LN55589926,14116.17,22193,3774.67,13.6
LN84855760,546280.43,270425,60847.74,11.4
LN31915948,7358.6,11630,1841.51,9.6
LN80053495,553787.78,290290,75907.87,10.8
LN47025565,201015.89,85774,18225.16,13.1
LN26073326,197080.86,436191,108280.86,10.5
LN49681744,99187.11,119573,20657.89,14.9
LN37584054,376591.14,260244,18225.44,8.3
LN72280172,159392.46,190677,10592.88,15.0
LN70304480,864770.97,1602438,184944.39,12.1
LN90060336,56558.89,66131,18264.08,9.3
LN84567651,73186.53,180599,27803.12,9.6
LN92024363,56733.45,24148,1750.45,13.1
LN24507403,27331.45,22343,4528.72,12.8
LN35169211,139354.15,226167,25502.15,13.4
LN43552657,4911.52,9283,1616.56,8.1
LN43502745,492794.05,324242,24826.29,8.7
LN10438466,325773.99,225111,19240.38,8.3
LN26941115,146498.74,285027,30726.5,10.1
LN25821132,12980.45,15734,1158.87,12.2
LN85479558,10550.78,12731,2377.66,14.7
LN82943318,79546.72,124281,27565.18,12.1
LN46550219,33880.61,19158,4179.02,10.0
LN91893200,307546.51,119501,17700.65,14.3
LN36109090,32017.72,15909,4305.69,11.3
LN99943162,15700.48,7827,457.16,11.2
LN92298231,63888.35,100782,1476.96,12.0
LN20976548,20100.62,20987,6281.07,13.9
LN20997895,121682.24,112763,16037.48,11.5
LN99003949,4024.76,5781,1579.86,14.2
LN69661724,403509.96,201601,30823.11,11.3
LN65145992,10474.21,10306,1113.56,14.5
LN72210774,197805.43,240754,11749.44,14.8
LN76626961,583654.86,1356300,381101.56,10.1
LN38647923,435169.7,264009,75455.04,9.4
LN61380553,211772.67,384700,14886.66,10.7
LN92188076,872097.65,1042523,114174.06,12.5
LN90241180,933700.68,1776607,508162.55,10.3
LN74887754,1445673.21,1409713,198383.46,11.0
LN10322017,3502.18,4763,1128.84,14.7
LN76287620,2440110.55,1345089,139877.58,10.3
LN21980417,697642.78,1363826,147962.11,11.6
LN90833284,169095.15,126663,11072.71,13.9
LN54455297,1242280.68,1194368,334311.39,15.0
LN80024902,51721.56,84968,840.91,11.6
LN56978532,533370.06,241467,46193.27,12.4
LN80849500,309390.06,479410,127854.09,12.2
LN55832171,336251.67,486436,16369.09,12.9
LN29972679,8392.27,22529,368.35,8.8
LN21884661,380400.51,147830,23418.79,14.3
LN66803742,272728.89,187362,32907.56,15.0
LN78939258,322978.68,598266,73662.05,12.1
LN27508719,297904.97,128200,31917.69,13.0
LN95518460,266194.6,324146,87689.42,12.3
LN47064502,369828.22,919675,219935.58,8.2
LN89512413,2844168.83,1985472,217485.76,14.8
LN67599286,165961.08,216644,11473.57,14.0
LN53625486,132385.18,175538,46137.82,8.3
LN15215113,215766.51,341858,95547.82,9.8
LN76054407,132994.2,114343,14845.81,12.3
LN41816981,12848.06,5932,414.93,12.0
LN85352680,23742.12,28288,6667.59,9.1
LN79266283,97868.2,164513,924.43,11.4
LN46366460,221836.92,145892,13650.2,8.7
LN14150826,202791.84,288973,68913.06,14.8
LN13300638,224516.19,369933,12936.57,11.6
