loan_acc_num,missed_repayments,loan_amount,collateral_value,interest ,risk_score,risk_level
LN33363743,336237.45,481725,58054.94,10.7,672488,HIGH
LN64234700,254756.38,476836,58388.62,12.0,509526,HIGH
LN98749407,1086853.52,471808,70480.32,12.9,2.17372e+06,HIGH
LN40725179,30591.2,15336,1357.27,11.2,61198.9,HIGH
LN97196256,567337.58,283488,79581.21,11.3,1.13468e+06,HIGH
LN94790542,44248.57,16505,1127.1,14.8,88518,HIGH
LN25033898,509087.11,430292,39340.99,12.5,1.01819e+06,HIGH
LN87203442,362172.35,278267,65122.66,13.6,724355,HIGH
LN49769345,256430.53,263102,35026.03,10.5,512873,HIGH
LN57276441,157773.81,235227,28554.01,14.3,315561,HIGH
LN70958312,533047.61,1527754,105542.76,8.5,1.06611e+06,HIGH
LN98518843,47989.15,61762,262.61,11.7,96219,HIGH
LN47609587,1331913.17,1659593,150968.28,8.8,2.66384e+06,HIGH
LN78440879,228776.04,483371,97581.45,10.9,457562,HIGH
LN97868857,1163206.21,1549088,241549.51,11.4,2.32642e+06,HIGH
LN19033040,43555.12,23660,4399.38,10.4,87120.6,HIGH
LN82544744,23531.92,38804,3403.18,9.4,47078.1,HIGH
LN28217981,177575.36,392976,89082.1,10.5,355160,HIGH
LN55128855,120921.32,143336,30640.36,9.2,241851,HIGH
LN94917177,187444.63,348923,36413.68,8.5,374902,HIGH
LN29072604,7253.88,7251,532.98,10.5,14524.9,HIGH
LN11956396,2140060.74,1498373,103345.35,8.2,4.28014e+06,HIGH
LN13708708,929489.78,1570874,164778.69,13.0,1.85899e+06,HIGH
LN40062954,7657.88,13422,2992.8,10.8,15323.9,HIGH
LN32136938,14710.84,23689,4764.35,11.7,29430.8,HIGH
LN35208230,8390.04,6572,434.84,13.1,16801.7,HIGH
LN37726610,540416.78,886588,27481.34,13.3,1.08087e+06,HIGH
LN57573297,12424.73,15492,2865.56,11.9,24859.4,HIGH
LN62797514,646219.46,1801186,525083.62,8.7,1.29245e+06,HIGH
LN99572958,2374788.63,1457533,167264.46,9.3,4.74959e+06,HIGH
LN33029979,84677.79,93861,7063.63,13.3,169374,HIGH
LN83936883,230988.5,198709,11032.47,12.3,462000,HIGH
LN58071798,236206.28,402958,112355.98,12.9,472422,HIGH
LN22967493,676621.55,439945,57545.72,8.8,1.35325e+06,HIGH
LN92180783,259294.53,436146,112316.24,9.3,518597,HIGH
LN87709596,72686.59,170594,22005.96,10.0,145385,HIGH
LN91142717,32796.12,46504,9788.12,14.8,65604.2,HIGH
LN23129391,55940.0,22346,1405.06,13.9,111903,HIGH
LN39438996,498753.35,1334285,75014.83,9.0,997528,HIGH
LN48499567,129820.72,216023,26545.19,11.5,259654,HIGH
LN56760986,18982.58,22846,5601.81,9.0,37972.6,HIGH
LN59843853,40313.82,79323,9558.53,11.5,80640,HIGH
LN61416444,844150.41,1193074,309364.97,14.9,1.68831e+06,HIGH
LN48508149,1884682.8,1895049,387862.6,10.7,3.76937e+06,HIGH
LN74203175,10017.56,14940,2312.09,14.1,20047.5,HIGH
LN53777735,1418015.48,1507319,241399.58,13.8,2.83604e+06,HIGH
LN22107903,19286.07,16589,2404.65,12.2,38585,HIGH
LN78823686,1148278.67,502635,125876.1,12.8,2.29657e+06,HIGH
LN90176574,274666.15,227974,51231.85,12.7,549343,HIGH
LN53174411,81347.41,95234,6273.73,12.7,162716,HIGH
LN24551632,604904.06,233360,5481.22,14.4,1.20986e+06,HIGH
LN63070785,28754.68,46873,11592.32,13.3,57518.7,HIGH
LN18045982,6030.88,12389,1089.11,9.4,12076.1,HIGH
LN44240068,364068.82,254793,70656.44,8.2,728144,HIGH
LN55487195,125967.39,341191,40701.03,8.9,251947,HIGH
LN57425229,242691.46,337933,94680.03,13.3,485392,HIGH
LN61976160,7659.25,17576,5021.35,8.6,15325.8,HIGH
LN16262595,313121.61,136999,16858.68,12.8,626257,HIGH
LN32543074,575342.26,378579,40747.73,8.7,1.1507e+06,HIGH
LN38736579,768376.19,1469958,217945.3,11.8,1.53676e+06,HIGH
LN64131354,274130.31,763749,8291.89,8.7,548356,HIGH
LN86231425,22401.33,23604,2560.89,13.8,44818.1,HIGH
LN43025489,24116.97,13055,2118.89,10.4,48243.4,HIGH
LN52998221,37367.68,43107,5746.92,9.4,74746.2,HIGH
LN86871806,15591.37,26563,1043.84,12.8,31213.8,HIGH
LN74860283,680386.53,1131124,258162.12,9.4,1.36078e+06,HIGH
LN56379365,709383.13,490344,5970.86,8.3,1.41885e+06,HIGH
LN83246272,713456.11,343610,949.13,11.7,1.42728e+06,HIGH
LN48090208,52842.87,90798,2090.24,12.8,105734,HIGH
LN96907975,2683.69,3605,917.61,12.9,5376.38,HIGH
LN44127744,31320.07,89227,504.6,8.5,62821.1,HIGH
LN20731206,155276.66,438429,106170.85,8.6,310560,HIGH
LN91443297,258099.85,288960,23351.11,9.7,516215,HIGH
LN12177567,148064.68,62141,15359.43,13.3,296139,HIGH
LN83359866,15827.56,24455,4650.22,13.8,31666.2,HIGH
LN31528483,5280.52,3979,473.71,13.4,10575.1,HIGH
LN30771984,59700.21,102657,26358.92,9.1,119408,HIGH
LN61798393,7784.14,3378,436.16,12.6,15582,HIGH
LN70307365,273111.55,179642,46628.55,8.7,546230,HIGH
LN79147494,5850.62,10489,1888.58,12.1,11711.6,HIGH
LN22536343,857447.27,391592,31515.94,12.3,1.71491e+06,HIGH
LN78558888,85792.02,226032,49365.9,9.1,171593,HIGH
LN77787236,50543.16,84799,11976.63,11.4,101099,HIGH
LN34533908,388992.74,687889,4563.52,8.9,778139,HIGH
LN28429541,36110.7,25670,6467.15,14.5,72231.2,HIGH
LN72919687,35853.21,17025,4237.23,11.8,71715.9,HIGH
LN11763350,653427.89,255908,42479.5,14.2,1.30687e+06,HIGH
LN13015454,137109.29,130882,38919.84,11.2,274227,HIGH
LN86192565,112002.54,188197,50401.79,9.3,224012,HIGH
LN20430494,327075.96,468636,106517.25,13.0,654161,HIGH
LN26124653,1618417.75,1233711,75818.87,13.7,3.23686e+06,HIGH
LN72008204,2613.46,5772,1683.34,9.9,5234.38,HIGH
LN30545777,2180.64,3491,538.12,11.0,4371.99,HIGH
LN38322651,158716.95,303396,5855.77,8.3,317488,HIGH
LN26479866,297103.12,469790,99930.5,12.0,594217,HIGH
LN39886691,188508.31,337457,786.62,8.8,377449,HIGH
LN19741472,7845.12,11461,2169.08,10.3,15700.4,HIGH
LN63525815,36123.77,14515,52.34,13.8,72530.2,HIGH
LN39897930,37572.42,66973,15357.82,8.8,75152.8,HIGH
LN57923587,72962.03,72897,2770.25,14.5,145958,HIGH
LN58056386,1161942.38,764689,225095.54,8.7,2.32389e+06,HIGH
LN76331409,681690.54,1695616,167449.11,8.2,1.36339e+06,HIGH
LN41822811,464923.03,450509,12518.76,14.9,929889,HIGH
LN30127351,51475.85,22830,1910.01,12.6,102968,HIGH
LN38897225,12484.31,16714,3455.89,11.2,24978.4,HIGH
LN90646709,336133.16,408522,114727.08,9.0,672274,HIGH
LN62976802,722406.07,880107,77695.8,12.3,1.44483e+06,HIGH
LN16670319,8723.64,8553,1469.31,14.5,17459.1,HIGH
LN11587001,6540.85,3463,1027.59,10.4,13088.6,HIGH
LN81625671,63095.02,123726,31837.34,8.1,126198,HIGH
LN75027324,1401231.26,1675198,317038.73,12.5,2.80247e+06,HIGH
LN49908449,11850.28,14069,1154.29,12.4,23718.4,HIGH
LN78457765,6655.0,7949,222.68,14.7,13353,HIGH
LN88565104,1007278.12,851529,175690.49,12.5,2.01457e+06,HIGH
LN85995372,154851.95,295995,21811.08,8.3,309720,HIGH
LN88191851,477048.01,696910,136379.03,12.8,954108,HIGH
LN16683099,1711645.77,1854431,359333.53,10.0,3.4233e+06,HIGH
LN69903325,176067.76,277704,38934.32,13.7,352148,HIGH
LN45481831,822116.36,1310314,281488.44,13.6,1.64424e+06,HIGH
LN77438324,3016.7,4128,482.67,10.5,6045.8,HIGH
LN66483589,28325.66,11278,2517.36,13.9,56661.4,HIGH
LN42572632,2197163.75,1841049,410046.16,12.6,4.39434e+06,HIGH
LN73989034,157376.96,151758,28460.3,11.1,314763,HIGH
LN54081145,163472.02,273293,27459.95,13.1,326961,HIGH
LN18224612,5866.21,2570,88.33,12.4,11767.3,HIGH
LN38261799,334778.05,495625,33988.2,10.4,669576,HIGH
LN10691241,664085.46,972990,53332.54,14.5,1.3282e+06,HIGH
LN97771432,318682.43,350686,54831.89,13.4,637377,HIGH
LN84910294,202707.07,252367,47866.48,8.8,405424,HIGH
LN82888843,251720.91,292440,22792.97,12.8,503459,HIGH
LN70330491,932906.56,466216,17484.52,11.3,1.86584e+06,HIGH
LN59093523,1337121.35,1306614,362182.05,14.8,2.67425e+06,HIGH
LN45249505,31103.36,17764,4444.44,9.9,62214.9,HIGH
LN31369145,198997.68,244303,52052.88,14.7,398006,HIGH
LN25799680,13772.77,10357,1807.1,13.7,27556.6,HIGH
LN52690441,256591.71,378365,89046.34,12.7,513193,HIGH
LN35159714,9117.7,11158,638.86,14.5,18258.7,HIGH
LN43146847,52164.37,73706,6549.71,10.8,104345,HIGH
LN75976288,47464.52,20695,1496.97,12.8,94948.2,HIGH
LN30585176,566055.32,392006,30746.51,14.9,1.13213e+06,HIGH
LN55845648,172187.0,115994,26488.56,8.5,344383,HIGH
LN35873097,8877.27,8914,1726.25,10.5,17764.4,HIGH
LN16992730,201076.95,291749,78271.01,14.6,402163,HIGH
LN30701871,18531.89,34898,434.93,10.3,37147.4,HIGH
LN43663430,7873.78,13522,6.28,12.6,17905.5,HIGH
LN92279779,592214.42,491715,19201.86,12.7,1.18446e+06,HIGH
LN50244551,734532.8,1375513,70318.38,12.0,1.46909e+06,HIGH
LN77867484,8997.52,12504,1445.11,13.1,18009.2,HIGH
LN89504252,39519.18,99826,25022.16,9.4,79046.7,HIGH
LN15412527,2301050.13,1590843,4335.98,8.3,4.60247e+06,HIGH
LN28801584,16472.7,12017,2332.91,14.1,32956.2,HIGH
LN28151282,9614.81,22469,1275.13,8.5,19249.9,HIGH
LN51057817,6857.76,15886,3491.9,9.9,13723.5,HIGH
LN79867116,3587.53,3981,1096.67,9.3,7182.28,HIGH
LN95253649,1605671.74,605969,52965.8,14.7,3.21136e+06,HIGH
LN73522114,1059220.13,1518277,229266.31,13.0,2.11845e+06,HIGH
LN87143605,41392.77,17740,4849.68,13.0,82794.2,HIGH
LN40782232,280643.05,424813,6518.53,10.2,561356,HIGH
LN45462036,666800.54,1283518,166764.14,10.2,1.33361e+06,HIGH
LN35689175,34926.72,14254,2830.06,13.6,69863.8,HIGH
LN18159397,115308.24,163262,36254.93,10.8,230626,HIGH
LN93924023,22852.95,22148,3155.07,14.8,45718.4,HIGH
LN73649881,32568.29,54733,10772.83,13.0,65147.6,HIGH
LN27816436,42559.7,116512,8051.32,8.8,85136.9,HIGH
LN93799872,615855.02,637871,132367.55,14.1,1.23172e+06,HIGH
LN40250944,597958.51,810171,83933.37,13.6,1.19593e+06,HIGH
LN18508530,146548.31,160341,31065.53,9.9,293106,HIGH
LN10927702,85342.55,118654,12156.65,13.3,170700,HIGH
LN61170075,2747.81,2896,785.52,9.6,5502.49,HIGH
LN99616958,350363.82,715709,43755.47,11.2,700748,HIGH
LN68590561,9906.52,15336,2530.97,13.7,19824.9,HIGH
LN66197014,153569.89,193523,37770.34,8.7,307147,HIGH
LN36753747,415845.87,430646,50483.28,14.1,831706,HIGH
LN88028793,420402.85,976026,286896.86,8.7,840812,HIGH
LN14850402,863456.83,381116,110939.35,12.7,1.72692e+06,HIGH
LN82945761,38411.19,24561,545.24,8.9,76871.5,HIGH
LN54443058,262845.13,407254,28266.71,12.2,525711,HIGH
LN40037742,283813.69,499139,123758.41,12.6,567636,HIGH
LN41907635,552307.62,1518282,155387.48,8.8,1.10463e+06,HIGH
LN46485120,1190844.01,1898147,67967.54,13.6,2.38172e+06,HIGH
LN26782616,25551.29,54869,12188.22,10.7,51111.9,HIGH
LN51644223,763726.73,1372840,79530.65,10.8,1.52747e+06,HIGH
LN32030127,34861.21,59080,8289.5,9.2,69733.7,HIGH
LN55710618,527846.3,537517,43883.69,14.3,1.05571e+06,HIGH
LN11665700,168878.25,360821,58014.9,10.8,337768,HIGH
LN20595585,143956.68,266465,24025.84,12.1,287929,HIGH
LN68190930,21831.68,29424,1295.09,11.2,43690.3,HIGH
LN44357373,53370.47,24290,1864.77,12.3,106759,HIGH
LN93858327,135203.51,171803,6662.34,14.3,270439,HIGH
LN69906464,82271.37,249287,37234.29,8.1,164553,HIGH
LN96220889,208162.8,313318,39696.32,14.2,416339,HIGH
LN99655828,82179.26,133104,23458.57,9.6,164368,HIGH
LN51471489,611559.49,1219741,288104.96,9.9,1.22313e+06,HIGH
LN17044602,713651.43,1115930,163505.62,13.8,1.42732e+06,HIGH
LN18141110,63951.59,190831,35479.65,8.2,127911,HIGH
LN43302949,188788.41,219264,43635.21,12.8,377587,HIGH
LN48895700,10894.59,10332,75.59,11.1,21930.2,HIGH
LN62672478,16073.39,14463,3165.72,11.7,32156.4,HIGH
LN16067936,599114.03,384955,49182.42,8.9,1.19824e+06,HIGH
LN17243112,923917.93,499008,71166.15,10.5,1.84785e+06,HIGH
LN33290864,191009.3,355558,49028.18,8.5,382030,HIGH
LN24347914,105132.79,182549,43774.14,11.1,210274,HIGH
LN11819331,46196.14,90934,7277.62,11.5,92410.2,HIGH
LN86013768,475384.11,387795,18647.54,12.9,950795,HIGH
LN29026139,1939022.02,841805,251165.18,12.9,3.87805e+06,HIGH
LN65666668,177495.29,147260,34379.08,12.7,355001,HIGH
LN52262412,17638.9,12270,3601.23,14.7,35286.8,HIGH
LN51279544,82109.07,110234,14072.24,11.3,164231,HIGH
LN92819110,2439.45,3519,62.32,9.9,4939.42,HIGH
LN78355885,367538.2,347699,65849.34,11.3,735087,HIGH
LN41546235,316731.2,137433,12928.22,12.9,633479,HIGH
LN42666270,2656663.02,1213481,244472.95,12.3,5.31334e+06,HIGH
LN38918951,82426.98,93186,12878.68,9.6,164864,HIGH
LN15789831,34365.51,62839,6542.19,8.6,68743.9,HIGH
LN61912942,58557.75,109321,22762.89,12.0,117125,HIGH
LN39621253,203291.45,478130,50036.78,8.6,406596,HIGH
LN12595669,338579.63,255855,61229.97,13.8,677169,HIGH
LN70445925,38195.83,28504,7569.3,13.9,76400.7,HIGH
LN57105474,11329.53,15808,1832.15,13.1,22673.2,HIGH
LN24217137,210091.36,386016,13114.68,8.6,420216,HIGH
LN63411707,512505.07,288327,18147.78,10.1,1.02503e+06,HIGH
LN95981566,3328160.57,1632842,238062.4,11.5,6.65633e+06,HIGH
LN49678825,275462.42,129091,31916.26,12.0,550934,HIGH
LN50781616,172526.91,197547,51351.33,9.5,345061,HIGH
LN63996208,23812.3,16127,1148.05,8.4,47642.2,HIGH
LN76689201,16774.54,21109,5287.08,14.3,33559.1,HIGH
LN91524843,9315.81,8301,2449.09,11.7,18639.2,HIGH
LN17700818,81179.96,238911,56603.4,8.3,162366,HIGH
LN54433934,235984.49,327367,35799.03,11.0,471983,HIGH
LN21126641,702156.61,467669,2678.76,8.6,1.40449e+06,HIGH
LN95057949,538575.17,614568,69247.26,13.0,1.07717e+06,HIGH
LN23398568,662477.63,1796568,241841.28,8.9,1.32497e+06,HIGH
LN87555067,4317.81,3942,1039.95,11.2,8643.39,HIGH
LN37177987,16445.64,17807,2687.64,9.9,32901.6,HIGH
LN22062488,579586.32,796034,120850.38,11.1,1.15918e+06,HIGH
LN84902730,45338.5,22356,501.74,11.4,90726.3,HIGH
LN29455039,249234.64,131878,1850.6,10.7,498545,HIGH
LN91815489,1463436.22,1853692,338285.16,11.9,2.92688e+06,HIGH
LN38764315,103367.14,185324,41999.49,12.4,206745,HIGH
LN65814146,790172.37,984468,292466.53,8.8,1.58035e+06,HIGH
LN67234493,913611.74,448163,70220.7,11.5,1.82723e+06,HIGH
LN39577558,107914.12,101955,15444.96,11.3,215840,HIGH
LN86674605,148462.35,318499,8194.52,9.3,296968,HIGH
LN55717059,259266.55,321855,15060.53,12.1,518559,HIGH
LN77493991,709883.33,1849378,397220.53,9.2,1.41978e+06,HIGH
LN53092770,26566.28,49046,9819.01,10.5,53142.2,HIGH
LN94793692,52945.42,61894,10806.92,9.3,105900,HIGH
LN35726304,686942.31,472125,22241.3,15.0,1.37391e+06,HIGH
LN44301995,13365.68,7336,1506.64,10.2,26740,HIGH
LN18937700,122348.99,224627,55265.45,10.6,244705,HIGH
LN66410950,87289.98,139227,26408.16,11.9,174589,HIGH
LN79890214,73868.46,76450,3176.31,10.4,147765,HIGH
LN71728924,1699.02,3826,432.78,9.4,3411.54,HIGH
LN27303644,27178.38,21645,1262.3,13.1,54379.7,HIGH
LN85868416,9016.92,20250,2183.9,10.2,18046.4,HIGH
LN29730287,167868.73,269030,35528.66,9.7,335748,HIGH
LN13556045,50716.63,19643,2615.05,14.3,101447,HIGH
LN43262555,192234.96,262695,42212.65,13.5,384481,HIGH
LN95775251,202065.96,436852,87008.69,10.7,404140,HIGH
LN98945296,120617.12,223979,8762.84,10.5,241265,HIGH
LN72581441,1004561.12,661099,119376.37,8.7,2.00913e+06,HIGH
LN37777524,187982.26,249911,69767.92,13.8,375974,HIGH
LN74331242,183015.92,238940,20097.09,14.0,366049,HIGH
LN86149619,808181.08,1735686,308327.35,9.3,1.61637e+06,HIGH
LN32992080,83826.69,61213,15537.76,14.2,167663,HIGH
LN43691969,4066.53,10658,3195.92,8.8,8139.73,HIGH
LN53287734,282900.36,393975,16220.1,13.3,565831,HIGH
LN16957825,983373.65,1539902,61850.4,12.1,1.96678e+06,HIGH
LN67824171,186875.47,283720,46.64,12.4,379839,HIGH
LN88109245,8850.6,11636,555.35,13.7,17727.8,HIGH
LN23089352,263406.39,422318,48685.16,9.7,526826,HIGH
LN52690626,83844.22,91640,89.52,9.9,168717,HIGH
LN47266640,1558552.98,1942027,367442.73,8.8,3.11711e+06,HIGH
LN73536865,32166.73,22855,4071.87,14.5,64344.9,HIGH
LN38377019,1245506.99,1720907,93950.86,8.0,2.49103e+06,HIGH
LN79374409,648399.8,265975,13156.5,13.6,1.29683e+06,HIGH
LN50706963,217121.15,280721,61791.36,8.5,434251,HIGH
LN34261138,36485.55,54171,12059.77,14.3,72981.6,HIGH
LN86677399,17365.17,17635,824.8,14.2,34758.5,HIGH
LN50914805,1039445.91,1847975,340111.54,10.9,2.0789e+06,HIGH
LN75916416,348486.76,354803,69416.05,14.3,696984,HIGH
LN18972108,85009.55,142765,25440.16,9.3,170028,HIGH
LN95662937,26947.67,81247,23649.14,8.1,53901.5,HIGH
LN19809797,6712.15,7054,1333.92,13.6,13436.1,HIGH
LN11114829,1390257.44,544561,151865.83,14.2,2.78052e+06,HIGH
LN32823895,178125.29,296530,16629.05,11.5,356274,HIGH
LN43111867,253730.3,573460,6407.67,8.9,507554,HIGH
LN63118389,30090.72,19679,413.52,8.7,60231.9,HIGH
LN91490268,69123.36,127767,7684.38,12.1,138269,HIGH
LN96736101,204049.25,309834,78762.53,12.4,408108,HIGH
LN56164887,179481.42,133367,23273.74,14.0,358975,HIGH
LN72619227,3305114.04,1879590,353275.35,10.0,6.61024e+06,HIGH
LN48950885,50188.25,21011,4662.24,13.3,100387,HIGH
LN16453366,682574.67,259457,29689.7,14.6,1.36516e+06,HIGH
LN26105193,11143.66,19462,3291.45,12.5,22298.2,HIGH
LN50514101,252791.5,179149,38542.98,8.1,505591,HIGH
LN39668982,1028709.24,1021864,206624.13,14.6,2.05743e+06,HIGH
LN21479731,40813.04,67983,13326.28,13.1,81637.7,HIGH
LN66315707,1808329.37,1028334,260146.72,10.0,3.61667e+06,HIGH
LN89606921,24507.21,11818,3433.52,11.6,49023.2,HIGH
LN60103394,2092620.41,1270002,118583.28,9.4,4.18526e+06,HIGH
LN12677179,907664.97,1832445,392608.69,9.8,1.81534e+06,HIGH
LN48899178,1059803.42,402890,111022.83,14.6,2.11962e+06,HIGH
LN55823691,51657.78,107812,14170.37,9.5,103326,HIGH
LN10453033,5331.32,9209,366.32,8.8,10691.5,HIGH
LN71644458,6936.6,11218,3035.03,9.4,13880.4,HIGH
LN12669451,9869.06,21884,5169.24,8.9,19746.7,HIGH
LN63347396,530455.38,622151,33608.52,9.3,1.06093e+06,HIGH
LN98582084,164581.73,202004,27638.49,14.7,329177,HIGH
LN22120483,3375860.32,1342727,140751.51,14.0,6.75174e+06,HIGH
LN44586008,1624560.38,975018,181152.16,9.5,3.24913e+06,HIGH
LN10414001,428624.45,288944,726.83,8.5,857650,HIGH
LN99859295,1089631.0,1386317,347595.58,14.3,2.17927e+06,HIGH
LN80081093,473338.14,176002,43460.06,14.9,946687,HIGH
LN67437460,554973.92,460789,120059.08,12.7,1.10996e+06,HIGH
LN37163136,103832.5,221682,36867.21,10.8,207675,HIGH
LN32384786,143517.41,183128,45172.62,8.6,287042,HIGH
LN36380486,231676.5,355344,69836.11,12.3,463363,HIGH
LN30290666,2238.61,3627,402.17,10.9,4490.47,HIGH
LN36822933,31815.56,16421,398.01,10.9,63676.7,HIGH
LN10899569,352921.51,474657,122592.37,11.3,705852,HIGH
LN82275718,160959.56,442084,20189.59,8.8,321944,HIGH
LN90437046,9806.77,14565,990.1,10.2,19631.8,HIGH
LN87019322,173608.3,210884,4653.41,9.0,347266,HIGH
LN84181308,556415.65,738621,154058.16,8.3,1.11284e+06,HIGH
LN37609753,113379.26,142813,11371.22,8.7,226775,HIGH
LN43591716,3514.91,9380,524.38,8.6,7050.19,HIGH
LN43038385,149785.78,283197,17658.07,11.9,299592,HIGH
LN44175764,128225.27,71311,21296.16,10.2,256458,HIGH
LN93569665,230149.77,417418,28434.34,8.7,460317,HIGH
LN33267460,60584.49,120719,19553.73,11.4,121180,HIGH
LN98539745,25215.44,11234,2887.4,12.5,50440.1,HIGH
LN48728679,158842.03,251587,33614.79,9.8,317696,HIGH
LN61623610,759984.42,966842,62693.41,14.3,1.51999e+06,HIGH
LN23250186,188066.47,383997,89051.98,11.2,376142,HIGH
LN18635182,1004270.34,914260,52250.73,11.7,2.00856e+06,HIGH
LN80811829,6918.71,7684,1662.02,13.0,13847.1,HIGH
LN97696939,8088.33,18349,604.2,10.1,16211.4,HIGH
LN91649622,94376.55,65243,12398.63,14.9,188765,HIGH
LN38321963,176618.79,197773,2315.82,13.2,353328,HIGH
LN34144137,10320.99,22180,2394.56,10.6,20654.6,HIGH
LN12567565,405182.64,327636,55121.22,13.0,810376,HIGH
LN39063222,202026.17,298528,35245.99,14.4,404068,HIGH
LN60021001,8309.65,16232,798.57,11.4,16644,HIGH
LN68290764,232766.18,349988,71796.33,12.5,465543,HIGH
LN21573955,2822687.55,1289317,64783.63,12.3,5.6454e+06,HIGH
LN66491060,619457.55,950613,227520.99,12.3,1.23892e+06,HIGH
LN85481961,2081617.77,1655100,486354.35,13.2,4.16324e+06,HIGH
LN52188974,4316.8,7751,852.03,10.4,8646.3,HIGH
LN61558354,8458.86,18449,1861.66,9.0,16930.4,HIGH
LN20962045,5698.23,4779,340.26,12.2,11416.1,HIGH
LN58340602,2648.56,5309,361.9,10.7,5316.02,HIGH
LN57592676,297435.07,784930,67621.22,9.1,594886,HIGH
LN60229646,274852.45,236482,11935.26,12.3,549730,HIGH
LN13130101,4844.05,8448,1513.02,10.7,9698.93,HIGH
LN87098927,11286.71,7391,1898.53,8.6,22580.2,HIGH
LN58385319,10792.93,13045,3884.59,12.2,21593.5,HIGH
LN63182328,1890633.38,1063935,196977.63,10.1,3.78128e+06,HIGH
LN91243515,837357.95,1020178,71027.24,12.3,1.67473e+06,HIGH
LN84314452,109264.96,149851,29982.42,11.1,218539,HIGH
LN28757886,13583.35,6951,243.06,10.9,27200,HIGH
LN41805573,309019.32,837751,117731.0,8.9,618050,HIGH
LN13754786,82851.24,227307,44973.13,8.8,165711,HIGH
LN80698313,141202.44,285010,36950.41,11.3,282417,HIGH
LN38788419,62008.45,98016,27633.11,9.8,124024,HIGH
LN59624810,160316.52,148630,22725.04,11.5,320644,HIGH
LN13444338,75118.86,67576,9243.36,11.8,150249,HIGH
LN40408667,154719.95,295745,65868.54,8.3,309447,HIGH
LN21411552,36739.91,56671,15704.78,12.2,73487.7,HIGH
LN45265914,134220.01,246459,37123.93,10.6,268452,HIGH
LN86258589,4239.69,8923,1751.83,9.1,8487.64,HIGH
LN32780353,147226.35,123212,22940.63,12.6,294464,HIGH
LN39617067,46012.67,17549,778.47,14.5,92053.8,HIGH
LN54696432,149196.56,155707,10975.43,14.0,298413,HIGH
LN23854473,30899.47,32556,893.75,10.2,61839.5,HIGH
LN42058783,20323.94,22812,360.71,9.6,40714,HIGH
LN72966987,116391.82,254409,65562.48,10.6,232791,HIGH
LN53296732,1004132.9,1822194,467821.36,12.3,2.00827e+06,HIGH
LN20530563,149839.73,173982,45414.86,12.8,299688,HIGH
LN61550829,3969956.84,1654940,420679.89,13.4,7.93992e+06,HIGH
LN41680032,436775.9,682855,125778.17,13.8,873562,HIGH
LN30332341,3279.46,6590,1254.04,10.8,6568.66,HIGH
LN63759404,966871.97,1588294,327549.43,9.5,1.93375e+06,HIGH
LN84366216,334383.96,473951,5348.21,10.8,668860,HIGH
LN68013268,2483618.53,1720434,322426.56,14.9,4.96725e+06,HIGH
LN45762275,2098.56,2158,642.0,13.1,4205.91,HIGH
LN68406332,30598.8,40370,5590.69,8.3,61207.4,HIGH
LN86178327,594993.19,768608,216705.44,11.7,1.19e+06,HIGH
LN58300161,188379.89,246670,31481.94,8.4,376770,HIGH
LN19889514,186625.8,117070,7847.97,9.1,373269,HIGH
LN48083344,269474.64,247555,3869.52,11.6,539018,HIGH
LN16528678,2231.03,4219,1123.0,9.6,4470.56,HIGH
LN32602491,5230.49,7448,1942.38,14.4,10471,HIGH
LN16231865,53175.74,22268,5741.32,13.3,106361,HIGH
LN99010103,21484.01,46082,4901.57,10.7,42982.8,HIGH
LN57124059,459500.79,974306,158743.37,9.4,919011,HIGH
LN93502499,175887.56,234017,66644.63,11.4,351783,HIGH
LN58828705,132876.73,152094,21154.96,9.5,265764,HIGH
LN79850824,26407.75,66539,15751.61,9.4,52822.9,HIGH
LN84051052,4980.07,6515,1473.04,11.2,9970.02,HIGH
LN28821806,7913.38,11395,1057.8,12.7,15843.1,HIGH
LN69451768,280018.2,362109,27506.63,8.5,560053,HIGH
LN77054068,53543.29,82722,14165.78,12.2,107098,HIGH
LN94081092,411330.41,491585,106850.14,12.5,822671,HIGH
LN94263539,1313500.8,1472205,125974.56,13.2,2.62702e+06,HIGH
LN81861804,549953.47,225579,29537.86,13.6,1.09992e+06,HIGH
LN70267437,347328.08,365877,78796.46,13.9,694668,HIGH
LN87037883,68323.65,206922,47558.89,8.1,136654,HIGH
LN89935667,617469.13,238214,5903.13,14.4,1.23499e+06,HIGH
LN76294472,39786.89,56762,11371.96,10.7,79582.3,HIGH
LN52929117,15513.16,22834,1451.02,12.6,31048,HIGH
LN50570769,112147.54,156025,27558.67,13.3,224306,HIGH
LN71331211,11583.53,19258,5075.19,13.0,23176.3,HIGH
LN48654723,104433.14,220431,50401.68,10.9,208876,HIGH
LN35435382,5575.81,10242,1368.87,10.3,11162.6,HIGH
LN40644805,185877.72,246579,49616.11,8.3,371763,HIGH
LN80168831,839095.67,1429540,397258.72,9.2,1.6782e+06,HIGH
LN43882955,5091.98,8613,1592.55,11.0,10192.9,HIGH
LN81811526,28428.1,34328,1943.03,9.0,56878.2,HIGH
LN48166374,9368.25,10393,215.86,9.6,18788.9,HIGH
LN77074758,70802.61,161828,13148.82,8.8,141621,HIGH
LN38661177,35302.04,42697,5011.98,9.0,70617,HIGH
LN12754378,29879.15,38749,10816.44,11.6,59767.4,HIGH
